web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978433-2508","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=69","Luigi And The Christmas Quest (Final) (SMB1 Hack)","5/5","1,868"
"1613978601-3716","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","Argos No Senshi","4.5/5","1,642"
"1613978256-1187","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Totally Rad","4.7/5","1,326"
"1613978550-3352","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Colours Demo (PD)","0/5","576"
"1613978213-864","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Dough Boy (Bad CHR Eecefd38)","3.8/5","714"
"1613978485-2890","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=50","Great Battle Cyber","3.9/5","1,373"
"1613978294-1459","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=121","Super Mario Bros (FDS Hack)","4.3/5","10,586"
"1613978466-2746","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=57","Ike Ike! Nekketsu Hockey Bu - Subette Koronde Dai Rantou [T-Eng1.0_BRC]","4.1/5","2,396"
"1613978589-3640","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball (VS)","4.3/5","2,502"
"1613978259-1192","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Times Of Lore","5/5","1,899"
"1613978275-1323","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Taiyou No Shinden - Asteka 2 [hM02]","0/5","877"
"1613978427-2460","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=71","Magic Johnson's Fast Break","4.3/5","2,214"
"1613978542-3295","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Deathbots","5/5","1,897"
"1613978216-876","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=150","ZZZ_UNK_City Connection","5/5","1,165"
"1613978487-2911","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=49","Goonies 2, The","4/5","9,997"
"1613978479-2838","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Hacked Mario Bros (SMB1 Hack)","4.1/5","3,149"
"1613978435-2526","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Nemo - The Dream Master [T-Swed]","0/5","1,057"
"1613978515-3094","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","Excitebike (JU) [T-Port]","4.2/5","1,361"
"1613978547-3334","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=27","Cosmo Police - Galivan","4.6/5","1,551"
"1613978334-1769","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=106","SD Gundam Gaiden - Knight Gundam Monogatari 2 - Hikari No Kishi [hFFE]","5/5","1,851"
"1613978331-1747","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Shadow Of The Ninja [T-Port]","4.3/5","2,717"
"1613978398-2244","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=82","Millipede","5/5","3,264"
"1613978562-3441","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=22","Censored Mario (Mario Bros Hack)","4.6/5","2,440"
"1613978539-3288","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=30","Dig Dug II","4.7/5","3,125"
"1613978515-3108","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","Fade To Black By Frederik Schultz & Morgan Johansson (PD)","3.1/5","1,214"
"1613978267-1256","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=131","Tekken 2","3.7/5","49,997"
"1613978425-2433","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=72","Majou Densetsu 2 - Daimashikyou Galious [T-Eng0.10]","4.8/5","882"
"1613978583-3596","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Battletank 2000 (PD)","4.4/5","1,906"
"1613978302-1518","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Bovine Battle (Final) (SMB1 Hack)","3.9/5","935"
"1613978504-3013","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=43","Final Fantasy 3 [T-Eng][a8]","4.2/5","755"
"1613978463-2719","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=58","Indiana Jones And The Temple Of Doom (Tengen)","4.9/5","2,787"
"1613978379-2106","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Jajamaru Kun (VS)","4.5/5","1,470"
"1613978331-1732","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Search For Link, The (Zelda Hack) [a1]","0/5","574"
"1613978315-1622","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=113","Sprite By Damian Yerrick (PD)","1.3/5","608"
"1613978261-1223","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tiger-Heli","4.3/5","5,681"
"1613978485-2872","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=50","Goonies, The","4.5/5","2,393"
"1613978192-705","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_The Gorilla Man [jap] (458768)","4.8/5","1,135"
"1613978567-3483","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=20","Carnage (SMB1 Hack)","4.5/5","1,571"
"1613978533-3241","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=32","Donkey Kong Jr. (JU)","4.4/5","14,478"
"1613978528-3205","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=34","Dr Mario (JU) [a2]","4/5","1,145"
"1613978323-1673","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=110","Skullanoid (Arkanoid Hack)","4.2/5","621"
"1613978455-2661","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kaiketsu Yanchamaru 2 - Karakuri Land [hFFE]","0/5","849"
"1613978510-3071","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=41","Final Fantasy 2 [T-Eng1.0]","3.9/5","2,588"
"1613978536-3257","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=31","Dinobot Bros (SMB2 Hack) [a1]","5/5","672"
"1613978261-1219","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tie Fighter (SMB1 Hack) (Old)","0/5","498"
"1613978253-1171","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=136","Trog","4/5","4,193"
"1613978490-2914","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","George Foreman's KO Boxing","4.4/5","2,836"
"1613978323-1683","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=110","SMB1 Hard Type (SMB1 Hack) [a2]","5/5","787"
"1613978417-2383","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=75","Mario Nasubi 3 (SMB1 Hack)","4/5","1,285"
"1613978545-3330","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=28","Dead Double Dragon Twins (Hack)","3.6/5","2,200"
"1613978272-1302","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Tank Demo (Mapper 0 PAL) (PD)","4.5/5","653"
"1613978581-3591","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Birdman (Bomberman Collection Hack)","4.3/5","1,416"
"1613978430-2486","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Mac OS Demo (Small) (PD)","0/5","568"
"1613978328-1717","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=108","Shin Jinrui - The New Type [p2]","5/5","670"
"1613978570-3500","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=19","Burger Time","4.4/5","12,809"
"1613978615-3824","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=3","72-in-1 [a1]","3.9/5","7,071"
"1613978216-881","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=150","ZZZ_UNK_Cobra Command (Bad Dump) (Bad CHR 60924da0)","0/5","708"
"1613978261-1225","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tiger-Heli (CCE Pirate)","4.3/5","9,160"
"1613978197-745","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_MUSCLE (49168)","0/5","607"
"1613978366-1997","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","PICWindows (PD)","0/5","531"
"1613978542-3302","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Defender 2","3.7/5","3,671"
"1613978390-2184","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mouser (Beta 1.0) (PD)","3.3/5","563"
"1613978427-2471","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=71","Maison Ikkoku [hM02]","3.2/5","759"
"1613978420-2399","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Family 10-in-1","5/5","4,790"
"1613978598-3701","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=9","Atlantis No Nazo [hM03]","5/5","1,966"
"1613978525-3178","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball - Shen Long No Nazo [hM15]","4.5/5","1,859"
"1613978525-3172","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball - Dai Maou Fukkattu [t1]","4/5","1,671"
"1613978447-2597","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Kirby's Nuts (Nuts & Milk Hack)","3.9/5","8,153"
"1613978320-1661","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=111","Soccer (JU)","4.8/5","3,636"
"1613978323-1679","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=110","Smash Ping Pong (FDS Hack)","5/5","1,493"
"1613978248-1118","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=138","Ultima - Quest Of The Avatar","4.6/5","5,333"
"1613978433-2510","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=69","Luigi And The New Quest - Spiffy Version (SMB1 Hack)","3.5/5","878"
"1613978347-1867","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","Remote Control","5/5","1,242"
"1613978320-1655","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=111","Snow Bros","4.1/5","62,248"
"1613978570-3507","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=19","California Games","4.4/5","8,876"
"1613978283-1375","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Mary","4.8/5","1,779"
"1613978269-1285","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=130","Teenage Mutant Ninja Turtles","3.6/5","30,684"
"1613978595-3673","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=10","AV Soccer","4.1/5","3,120"
"1613978203-778","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC4254","5/5","618"
"1613978339-1803","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=104","Rolling Thunder","4.2/5","9,911"
"1613978259-1193","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Tiny Mario Adventures","4.6/5","3,717"
"1613978390-2176","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mortal Kombat Bros (SMB1 Hack)","4.5/5","5,770"
"1613978487-2897","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=49","Gold (JU)","5/5","938"
"1613978595-3675","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=10","B00DaW's Pokemon Demo (PD)","3.8/5","8,240"
"1613978224-947","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zhong Guo Xiang Qi (TXC) (As) [a1]","0/5","497"
"1613978433-2506","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=69","Lu Ye Xian Zong","4.3/5","1,391"
"1613978525-3173","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball - Dragon Mystery (Hack)","4.2/5","4,977"
"1613978572-3525","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=18","Bubble Bobble [T-French]","4.9/5","2,013"
"1613978525-3177","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball - Shen Long No Nazo [hM15]","4.9/5","1,526"
"1613978275-1315","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","T&C Surf Design","4.4/5","9,141"
"1613978342-1812","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=103","Robo Mario (SMB1 Hack)","4.1/5","2,474"
"1613978575-3544","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=17","Bomberman","4.1/5","32,373"
"1613978302-1530","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Carrots - The Veggie Adventures V1.13 (SMB3 Hack)","4.5/5","863"
"1613978498-2986","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=45","Galaga Beer Wars (Hack)","4.6/5","1,880"
"1613978430-2485","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Mac OS Demo (Large) (PD)","3/5","1,048"
"1613978200-762","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_Hudson's Adventure Island (Bad CHR 7df8ed64)","4.8/5","924"
"1613978604-3747","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=7","Arabian Dream Sharezaado [hFFE][a1]","5/5","1,285"
"1613978479-2844","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Hansel & Gretel (SMB1 Hack)","5/5","561"
"1613978390-2179","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mother","3.7/5","21,746"
"1613978422-2431","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario DG Sonic Bros (SMB1 Hack)","4.3/5","5,854"
"1613978452-2639","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=62","Karnov","4.6/5","5,211"
"1613978259-1211","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Tokkyuu Shirei - Solbrain [T-Eng_1.01]","3.6/5","4,267"
"1613978592-3666","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Bandai Golf - Challenge Pebble Beach","3.5/5","1,775"
"1613978374-2071","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","Pac-Man (Tengen)","4.3/5","5,082"
"1613978372-2039","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=92","Pacman Bros (SMB1 Hack)","4.1/5","5,367"
"1613978358-1945","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Pro Yakyuu Satsujin Jiken! [hM02]","2.5/5","699"
"1613978310-1589","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=115","Street Fighter 3","3.9/5","207,126"
"1613978304-1541","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super Aladdin","4.7/5","6,968"
"1613978583-3609","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Big Bird's Hide And Speak","5/5","1,351"
"1613978213-856","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Devil World (Bad CHR 818a1d88)","0/5","595"
"1613978493-2946","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Gegege No Kitarou 2 - Youkai Gundan No Chousen [hFFE]","0/5","878"
"1613978342-1830","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=103","Rockman 3 - Dr Wily No Saigo!","4.1/5","3,398"
"1613978331-1751","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Shadowgate (SW)","3.3/5","1,341"
"1613978525-3191","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Buster","4.7/5","2,347"
"1613978455-2663","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=61","Kaiketsu Yanchamaru 2 - Karakuri Land [T-Eng]","4.5/5","1,391"
"1613978320-1656","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=111","Snow Demo (PD)","4.7/5","815"
"1613978536-3269","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=31","Donald Land [hFFE]","4.5/5","1,791"
"1613978326-1703","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=109","Simpsons - Bartman Meets Radioactive Man, The","4.3/5","9,796"
"1613978554-3391","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=25","Colour Bars MMC1 (PD)","1.1/5","1,763"
"1613978425-2432","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=72","Major League Baseball","4.1/5","3,476"
"1613978331-1739","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Sekiryuuou [hFFE]","3.5/5","644"
"1613978369-2012","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Parasol Stars - The Story Of Bubble Bobble 3","4.8/5","2,865"
"1613978525-3180","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=35","Dragon Ball - Shen Long No Nazo [hM34]","4.3/5","2,822"
"1613978581-3574","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Big Racing (F-1 Hack)","4.6/5","2,877"
"1613978441-2558","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=66","Last Armageddon [hFFE]","4.3/5","1,497"
"1613978581-3589","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bird Week [hM00]","3.9/5","1,459"
"1613978369-2028","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","PepsiMan (Metro-Cross Hack)","3.8/5","37,432"
"1613978331-1745","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=107","Sesame Street Countdown","1.5/5","1,480"
"1613978396-2214","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=83","Mirai Senshi - Lios [T-Eng1.00]","3.7/5","959"
"1613978409-2326","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=78","Mega Man 2","4/5","25,146"
"1613978515-3101","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","Exodus (V4.0)","4.6/5","1,772"
"1613978302-1512","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Beanie Bros (SMB1 Hack)","3.5/5","1,021"
"1613978344-1842","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","River City Nudist Colony (River City Ransom Hack)","4.9/5","2,350"
"1613978232-992","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","Wrath Of The Black Manta","4.4/5","3,725"
"1613978581-3586","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bio Senshi Dan - Increaser Tono Tatakai [hM66]","4/5","1,021"
"1613978277-1341","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=127","Super Yoshi (SMB1 Hack)","5/5","4,239"
"1613978256-1186","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=135","Total Recall","5/5","5,102"
"1613978452-2638","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=62","Karateka","4.1/5","9,124"
"1613978564-3462","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=21","Castlevania 2 - Simon's Guest (Hack)","4.5/5","3,674"
"1613978604-3742","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=7","Ankoku Shinwa - Yamato Takeru Densetsu [hM02]","3.9/5","1,075"
"1613978420-2407","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Knight 1 (SMB1 Hack)","5/5","1,327"
"1613978554-3385","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=25","Code Name Viper [T-Span]","5/5","1,070"
"1613978523-3164","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=36","Dragon Scroll - Yomigaerishi Maryuu [hFFE][a1]","3.8/5","771"
"1613978578-3553","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=16","Black Bass USA, The","4.2/5","3,173"
"1613978447-2605","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","Knife Boy (Paperboy Hack)","4.2/5","1,072"
"1613978501-2993","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=44","Flintstones - The Rescue Of Dino & Hoppy, The","3.9/5","13,452"
"1613978606-3767","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Aladdin 2","4.2/5","12,433"
"1613978203-774","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC4100","0/5","590"
"1613978409-2319","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=78","Mega Girl (Hack)","4.3/5","2,297"
"1613978310-1572","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=115","Stars SE Demo (PD)","0/5","779"
"1613978495-2969","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganon's Revenge V1.1 (Zelda Hack)","4.6/5","1,905"
"1613978224-934","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zelda DX (Zelda Hack) [a1]","4.7/5","1,496"
"1613978466-2736","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=57","Ice Vs Joe Don Baker (Warpman Hack)","3.7/5","580"
"1613978320-1660","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=111","Soccer (JU)","5/5","1,677"
"1613978197-738","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_MAZEOFGA","0/5","685"
"1613978422-2414","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario 2001 (SMB1 Hack)","4.6/5","1,905"
"1613978259-1195","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Tiny Toon Adventures","4.2/5","54,152"
"1613978344-1838","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Riddler's Escape From Arkham (Mega Man 3 Hack)","4/5","2,082"
"1613978556-3402","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=24","City Adventure Touch - Mystery Of Triangle","4.8/5","1,007"
"1613978194-724","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Robocop Versus The Terminator","3.8/5","1,601"
"1613978567-3491","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=20","Casino Kid 2","4.5/5","1,971"
"1613978277-1338","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=127","Super Wheelchair Mario (SMB1 Hack)","4.2/5","5,754"
"1613978248-1123","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=138","Ultimate Mega Man 3 (Hack)","4.8/5","2,095"
"1613978447-2593","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=64","King's Quest V","3.8/5","4,008"
