web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1614002556-6428","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=36","Dragon Quest 2","https://romsmania.cc/roms/nintendo/dragon-quest-2-240704","https://romsmania.cc/statics/assets/covers/nintendo/dragon-quest-2-nintendo.jpg","Dragon Quest 2","92.2KB","Japan","Role Playing","6,481","3.9","36","Download","https://romsmania.cc/download/roms/nintendo/dragon-quest-2-240704","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Dragon%20Quest%202%20%28J%29%20%5Bh1%5D.zip"
"1614050321-7067","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=4","Abadox [T-Portx.x]","https://romsmania.cc/roms/nintendo/abadox-t-portx-x-240060","https://romsmania.cc/statics/assets/covers/nintendo/abadox-nintendo.jpg","Abadox [T-Portx.x]","130.1KB","USA","Action, Platform","1,126","4","4","Download","https://romsmania.cc/download/roms/nintendo/abadox-t-portx-x-240060","https://s2roms.cc/s3roms/Nintendo/Translated/Abadox%20%28U%29%20%5BT-Portx.x%5D.zip"
"1613996912-5600","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=77","Mauntlet (Gauntlet Hack) [a1]","https://romsmania.cc/roms/nintendo/mauntlet-gauntlet-hack-a1-241533","https://romsmania.cc/statics/assets/covers/nintendo/img4645small-6505.jpg","Mauntlet (Gauntlet Hack) [a1]","81.2KB","USA","null","521","0","0","Download","https://romsmania.cc/download/roms/nintendo/mauntlet-gauntlet-hack-a1-241533","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mauntlet%20%28Gauntlet%20Hack%29%20%5Ba1%5D.zip"
"1613987360-4174","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Blackjack (Unl) (Bad CHR Aacfe79d)","https://romsmania.cc/roms/nintendo/zzz-unk-blackjack-unl-bad-chr-aacfe79d-242964","https://romsmania.cc/statics/assets/covers/nintendo/blackjack-nintendo.jpg","ZZZ_UNK_Blackjack (Unl) (Bad CHR Aacfe79d)","20.7KB","USA","Misc","626","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-blackjack-unl-bad-chr-aacfe79d-242964","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Blackjack%20%28Unl%29%20%28Bad%20CHR%20aacfe79d%29.zip"
"1613993918-5131","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=101","Raster Test 3e (PD)","https://romsmania.cc/roms/nintendo/raster-test-3e-pd-242006","https://romsmania.cc/statics/assets/covers/nintendo/screenshot2011-08-01at4-4e37115-intro-5826.png","Raster Test 3e (PD)","2.9KB","USA","null","837","3.8","2","Download","https://romsmania.cc/download/roms/nintendo/raster-test-3e-pd-242006","https://s2roms.cc/s3roms/Nintendo/PD/Raster%20Test%203e%20%28PD%29.zip"
"1613988421-4377","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=138","Unknown Multi Cart","https://romsmania.cc/roms/nintendo/unknown-multi-cart-242763","https://romsmania.cc/statics/assets/covers/nintendo/5000inone-7261.jpg","Unknown Multi Cart","455.0KB","USA","null","2,623","3.7","5","Download","https://romsmania.cc/download/roms/nintendo/unknown-multi-cart-242763","https://s2roms.cc/s3roms/Nintendo/UNK/Unknown%20Multi%20Cart.zip"
"1613988639-4416","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=137","Trojan","https://romsmania.cc/roms/nintendo/trojan-242724","https://romsmania.cc/statics/assets/covers/nintendo/44589front-4475.jpg","Trojan","73.2KB","USA","null","4,990","3.8","3","Download","https://romsmania.cc/download/roms/nintendo/trojan-242724","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Trojan%20%28U%29.zip"
"1613996425-5520","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=81","Midget Mario (SMB1 Hack)","https://romsmania.cc/roms/nintendo/midget-mario-smb1-hack-241614","https://romsmania.cc/statics/assets/covers/nintendo/21012front-6538.jpg","Midget Mario (SMB1 Hack)","30.0KB","USA","null","1,446","5","1","Download","https://romsmania.cc/download/roms/nintendo/midget-mario-smb1-hack-241614","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Midget%20Mario%20%28SMB1%20Hack%29.zip"
"1614048822-6722","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=21","Castlevania 2 - Simon's Quest","https://romsmania.cc/roms/nintendo/castlevania-2-simon-s-quest-240409","https://romsmania.cc/statics/assets/covers/nintendo/castlevania-2-simons-quest-nintendo.jpg","Castlevania 2 - Simon's Quest","78.2KB","USA","Adventure, Platform","31,789","4.1","135","Download","https://romsmania.cc/download/roms/nintendo/castlevania-2-simon-s-quest-240409","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Castlevania%202%20-%20Simon%27s%20Quest%20%28U%29%20%5Bh1%5D.zip"
"1613996677-5562","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=79","Mega Man Bad Hair Day (Hack)","https://romsmania.cc/roms/nintendo/mega-man-bad-hair-day-hack-241572","https://romsmania.cc/statics/assets/covers/nintendo/2362038-nesmegamaneu-6520.jpg","Mega Man Bad Hair Day (Hack)","218.6KB","USA","null","1,909","4.3","7","Download","https://romsmania.cc/download/roms/nintendo/mega-man-bad-hair-day-hack-241572","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mega%20Man%20Bad%20Hair%20Day%20%28Hack%29.zip"
"1613988107-4319","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=141","WCW World Championship Wrestling","https://romsmania.cc/roms/nintendo/wcw-world-championship-wrestling-242819","https://romsmania.cc/statics/assets/covers/nintendo/49906front-4515.jpg","WCW World Championship Wrestling","130.7KB","USA","null","7,931","4.3","31","Download","https://romsmania.cc/download/roms/nintendo/wcw-world-championship-wrestling-242819","https://s2roms.cc/s3roms/Nintendo/USA/U-Z/WCW%20World%20Championship%20Wrestling%20%28U%29.zip"
"1613986396-4008","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=157","ZZZ_UNK_Megaman V","https://romsmania.cc/roms/nintendo/zzz-unk-megaman-v-243130","https://romsmania.cc/statics/assets/covers/nintendo/zzz-unk-megaman-v-nintendo.png","ZZZ_UNK_Megaman V","255.4KB","USA","Strategy, Turn Based Tactics","2,483","4.5","8","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-megaman-v-243130","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Megaman%20V.zip"
"1613996485-5531","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=81","Metroid Mario (Hack)","https://romsmania.cc/roms/nintendo/metroid-mario-hack-241603","https://romsmania.cc/statics/assets/covers/nintendo/14588front-6533.jpg","Metroid Mario (Hack)","57.0KB","USA","null","2,617","4","13","Download","https://romsmania.cc/download/roms/nintendo/metroid-mario-hack-241603","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Metroid%20Mario%20%28Hack%29.zip"
"1613988039-4307","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=142","Who Framed Roger Rabbit","https://romsmania.cc/roms/nintendo/who-framed-roger-rabbit-242831","https://romsmania.cc/statics/assets/covers/nintendo/49913front-4525.jpg","Who Framed Roger Rabbit","81.1KB","USA","null","8,104","4.5","19","Download","https://romsmania.cc/download/roms/nintendo/who-framed-roger-rabbit-242831","https://s2roms.cc/s3roms/Nintendo/USA/U-Z/Who%20Framed%20Roger%20Rabbit%20%28U%29.zip"
"1614000352-6120","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=51","Gun Nac","https://romsmania.cc/roms/nintendo/gun-nac-241013","https://romsmania.cc/statics/assets/covers/nintendo/gun-nac-nintendo.jpg","Gun Nac","129.8KB","USA","Action, Shooter","6,656","3.9","38","Download","https://romsmania.cc/download/roms/nintendo/gun-nac-241013","https://s2roms.cc/s3roms/Nintendo/USA/G-K/Gun%20Nac%20%28U%29.zip"
"1613993392-5049","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=105","Saint Seiya - Ougon Densetsu Kanketsu Hen [hFFE]","https://romsmania.cc/roms/nintendo/saint-seiya-ougon-densetsu-kanketsu-hen-hffe-242088","https://romsmania.cc/statics/assets/covers/nintendo/558576-saintseiyaougondensetsukanketsuhenbox-6720.jpg","Saint Seiya - Ougon Densetsu Kanketsu Hen [hFFE]","119.0KB","Japan","null","29,737","4.1","226","Download","https://romsmania.cc/download/roms/nintendo/saint-seiya-ougon-densetsu-kanketsu-hen-hffe-242088","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Saint%20Seiya%20-%20Ougon%20Densetsu%20Kanketsu%20Hen%20%28J%29%20%5BhFFE%5D.zip"
"1613987163-4138","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=150","ZZZ_UNK_deep Dungeon 4 - Kuro No Youjutsushi (j)","https://romsmania.cc/roms/nintendo/zzz-unk-deep-dungeon-4-kuro-no-youjutsushi-j-243000","https://romsmania.cc/statics/assets/covers/nintendo/deep-dungeon-4-kuro-no-youjutsushi-nintendo.jpg","ZZZ_UNK_deep Dungeon 4 - Kuro No Youjutsushi (j)","93.5KB","USA","Role Playing","642","4.6","7","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-deep-dungeon-4-kuro-no-youjutsushi-j-243000","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_deep%20dungeon%204%20-%20kuro%20no%20youjutsushi%20%28j%29.zip"
"1613993785-5112","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=102","RGB Demo (PD)","https://romsmania.cc/roms/nintendo/rgb-demo-pd-242025","https://romsmania.cc/statics/assets/covers/nintendo/0-5828.jpg","RGB Demo (PD)","1.2KB","USA","null","641","5","1","Download","https://romsmania.cc/download/roms/nintendo/rgb-demo-pd-242025","https://s2roms.cc/s3roms/Nintendo/PD/RGB%20Demo%20%28PD%29.zip"
"1613987638-4230","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=146","YY-SMB2 B1 Vx.xx (SMB1 Hack)","https://romsmania.cc/roms/nintendo/yy-smb2-b1-vx-xx-smb1-hack-242909","https://romsmania.cc/statics/assets/covers/nintendo/96326-nintendoentertainmentsystemgoodnesv314-1-7060.jpg","YY-SMB2 B1 Vx.xx (SMB1 Hack)","30.7KB","USA","null","692","3.1","2","Download","https://romsmania.cc/download/roms/nintendo/yy-smb2-b1-vx-xx-smb1-hack-242909","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/YY-SMB2%20B1%20vx.xx%20%28SMB1%20Hack%29.zip"
"1614001163-6228","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=46","Ganbare Goemon Gaiden - Kieta Ougon Kiseru [hM17]","https://romsmania.cc/roms/nintendo/ganbare-goemon-gaiden-kieta-ougon-kiseru-hm17-240904","https://romsmania.cc/statics/assets/covers/nintendo/ganbare-goemon-gaiden-kieta-ougon-kiseru-nintendo.jpg","Ganbare Goemon Gaiden - Kieta Ougon Kiseru [hM17]","312.6KB","Japan","Role Playing","1,032","1.5","1","Download","https://romsmania.cc/download/roms/nintendo/ganbare-goemon-gaiden-kieta-ougon-kiseru-hm17-240904","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Ganbare%20Goemon%20Gaiden%20-%20Kieta%20Ougon%20Kiseru%20%28J%29%20%5BhM17%5D.zip"
"1613993837-5119","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=101","Renegade","https://romsmania.cc/roms/nintendo/renegade-242018","https://romsmania.cc/statics/assets/covers/nintendo/renegade-usa-4267.png","Renegade","67.6KB","USA","null","8,143","4.6","15","Download","https://romsmania.cc/download/roms/nintendo/renegade-242018","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Renegade%20%28U%29.zip"
"1613994088-5154","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=100","Rad Racer","https://romsmania.cc/roms/nintendo/rad-racer-241984","https://romsmania.cc/statics/assets/covers/nintendo/radracerboxfront-4248.jpg","Rad Racer","43.8KB","USA","null","19,678","4","41","Download","https://romsmania.cc/download/roms/nintendo/rad-racer-241984","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Rad%20Racer%20%28U%29.zip"
"1614050057-7006","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=7","American Gladiators","https://romsmania.cc/roms/nintendo/american-gladiators-240122","https://romsmania.cc/statics/assets/covers/nintendo/american-gladiators-nintendo.jpg","American Gladiators","127.4KB","USA","Sports","5,234","4.3","13","Download","https://romsmania.cc/download/roms/nintendo/american-gladiators-240122","https://s2roms.cc/s3roms/Nintendo/USA/A-C/American%20Gladiators%20%28U%29.zip"
"1613986264-3986","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Raid2002_ (106512)","https://romsmania.cc/roms/nintendo/zzz-unk-raid2002-106512-243152","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5159.jpg","ZZZ_UNK_Raid2002_ (106512)","48.1KB","USA","null","519","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-raid2002-106512-243152","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Raid2002_%20%28106512%29.zip"
"1613996047-5456","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=85","Moonies, The (Goonies Hack)","https://romsmania.cc/roms/nintendo/moonies-the-goonies-hack-241678","https://romsmania.cc/statics/assets/covers/nintendo/923713733954379975921624541801a-6574.jpg","Moonies, The (Goonies Hack)","32.4KB","USA","null","2,649","0","0","Download","https://romsmania.cc/download/roms/nintendo/moonies-the-goonies-hack-241678","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Moonies%2C%20The%20%28Goonies%20Hack%29.zip"
"1613990818-4790","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=118","Super Bovine Battle (Final) (SMB1 Hack)","https://romsmania.cc/roms/nintendo/super-bovine-battle-final-smb1-hack-242347","https://romsmania.cc/statics/assets/covers/nintendo/battle-city-famicom-6822.png","Super Bovine Battle (Final) (SMB1 Hack)","29.6KB","USA","null","936","3.9","4","Download","https://romsmania.cc/download/roms/nintendo/super-bovine-battle-final-smb1-hack-242347","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Bovine%20Battle%20%28Final%29%20%28SMB1%20Hack%29.zip"
"1614001063-6214","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=47","Garou Densetsu 2","https://romsmania.cc/roms/nintendo/garou-densetsu-2-240921","https://romsmania.cc/statics/assets/covers/nintendo/garou-densetsu-2-nintendo.png","Garou Densetsu 2","137.6KB","USA","Fighting","1,756","4.6","6","Download","https://romsmania.cc/download/roms/nintendo/garou-densetsu-2-240921","https://s2roms.cc/s3roms/Nintendo/UNK/Garou%20Densetsu%202.zip"
"1613989593-4587","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=128","Tai Wan Ma Que 16 (Mahjong 16)","https://romsmania.cc/roms/nintendo/tai-wan-ma-que-16-mahjong-16-242551","https://romsmania.cc/statics/assets/covers/nintendo/tai-wan-ma-que-16-(mahjong-16)-nintendo.png","Tai Wan Ma Que 16 (Mahjong 16)","21.0KB","USA","Platform","434","0","0","Download","https://romsmania.cc/download/roms/nintendo/tai-wan-ma-que-16-mahjong-16-242551","https://s2roms.cc/s3roms/Nintendo/Pirate/Tai%20Wan%20Ma%20Que%2016%20%28Mahjong%2016%29%20%5Bp1%5D.zip"
"1614002863-6471","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=34","Dr Fred (Dr Mario Hack)","https://romsmania.cc/roms/nintendo/dr-fred-dr-mario-hack-240661","https://romsmania.cc/statics/assets/covers/nintendo/dr-fred-(dr-mario-hack)-nintendo.png","Dr Fred (Dr Mario Hack)","101.2KB","USA","Puzzle","1,039","3.7","3","Download","https://romsmania.cc/download/roms/nintendo/dr-fred-dr-mario-hack-240661","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Dr%20Fred%20%28Dr%20Mario%20Hack%29.zip"
"1613986893-4093","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC2090new!","https://romsmania.cc/roms/nintendo/zzz-unk-fc2090new-243044","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5310.jpg","ZZZ_UNK_FC2090new!","46.7KB","USA","null","506","2.5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc2090new-243044","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC2090new%21.zip"
"1614049442-6864","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=14","Beauty And The Beast","https://romsmania.cc/roms/nintendo/beauty-and-the-beast-240264","https://romsmania.cc/statics/assets/covers/nintendo/beauty-and-the-beast-nintendo.jpg","Beauty And The Beast","116.6KB","Europe","Misc","3,002","4.3","13","Download","https://romsmania.cc/download/roms/nintendo/beauty-and-the-beast-240264","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Beauty%20and%20the%20Beast%20%28E%29%20%5B%21%5D.zip"
"1613989726-4610","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=127","Super Wheelchair Mario (SMB1 Hack)","https://romsmania.cc/roms/nintendo/super-wheelchair-mario-smb1-hack-242528","https://romsmania.cc/statics/assets/covers/nintendo/14812front-6948.jpg","Super Wheelchair Mario (SMB1 Hack)","30.0KB","USA","Action","5,754","4.2","13","Download","https://romsmania.cc/download/roms/nintendo/super-wheelchair-mario-smb1-hack-242528","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Wheelchair%20Mario%20%28SMB1%20Hack%29.zip"
"1614002907-6479","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=33","Double Moon Densetsu [T-Eng_Partial]","https://romsmania.cc/roms/nintendo/double-moon-densetsu-t-eng-partial-240653","https://romsmania.cc/statics/assets/covers/nintendo/double-moon-densetsu-nintendo.jpg","Double Moon Densetsu [T-Eng_Partial]","255.7KB","Japan","Role Playing","1,149","5","1","Download","https://romsmania.cc/download/roms/nintendo/double-moon-densetsu-t-eng-partial-240653","https://s2roms.cc/s3roms/Nintendo/Translated/Double%20Moon%20Densetsu%20%28J%29%20%5BT-Eng_Partial%5D.zip"
"1613987058-4120","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Dr Mario (Bad CHR 9426e59a)","https://romsmania.cc/roms/nintendo/zzz-unk-dr-mario-bad-chr-9426e59a-243017","https://romsmania.cc/statics/assets/covers/nintendo/kodykoalasdrmariobykodykoaal-d420zzz-5281.jpg","ZZZ_UNK_Dr Mario (Bad CHR 9426e59a)","31.2KB","USA","null","848","5","2","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-dr-mario-bad-chr-9426e59a-243017","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Dr%20Mario%20%28Bad%20CHR%209426e59a%29.zip"
"1613987309-4165","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Buggy Popper (Bad CHR 4007a5c7)","https://romsmania.cc/roms/nintendo/zzz-unk-buggy-popper-bad-chr-4007a5c7-242973","https://romsmania.cc/statics/assets/covers/nintendo/zzz-5230.jpg","ZZZ_UNK_Buggy Popper (Bad CHR 4007a5c7)","31.7KB","USA","null","740","5","2","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-buggy-popper-bad-chr-4007a5c7-242973","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Buggy%20Popper%20%28Bad%20CHR%204007a5c7%29.zip"
"1613991651-4941","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=110","SMB2 Hard Type (Final) (SMB2 Hack)","https://romsmania.cc/roms/nintendo/smb2-hard-type-final-smb2-hack-242196","https://romsmania.cc/statics/assets/covers/nintendo/supermariobros2-6766.jpg","SMB2 Hard Type (Final) (SMB2 Hack)","74.8KB","USA","null","846","4.7","3","Download","https://romsmania.cc/download/roms/nintendo/smb2-hard-type-final-smb2-hack-242196","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/SMB2%20Hard%20Type%20%28Final%29%20%28SMB2%20Hack%29.zip"
"1613998360-5818","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=66","Legend Of Prince Valiant, The","https://romsmania.cc/roms/nintendo/legend-of-prince-valiant-the-241316","https://romsmania.cc/statics/assets/covers/nintendo/36891front-4056.jpg","Legend Of Prince Valiant, The","125.7KB","Europe","null","2,399","2.9","6","Download","https://romsmania.cc/download/roms/nintendo/legend-of-prince-valiant-the-241316","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Legend%20of%20Prince%20Valiant%2C%20The%20%28E%29.zip"
"1613998934-5909","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=62","Karnov","https://romsmania.cc/roms/nintendo/karnov-241226","https://romsmania.cc/statics/assets/covers/nintendo/karnov-nintendo.jpg","Karnov","93.8KB","USA","Platform","5,212","4.6","22","Download","https://romsmania.cc/download/roms/nintendo/karnov-241226","https://s2roms.cc/s3roms/Nintendo/USA/G-K/Karnov%20%28U%29.zip"
"1613994489-5217","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=96","Power Blade 2","https://romsmania.cc/roms/nintendo/power-blade-2-241918","https://romsmania.cc/statics/assets/covers/nintendo/powerblade2cover-5780.png","Power Blade 2","144.1KB","USA","null","1,885","4.7","6","Download","https://romsmania.cc/download/roms/nintendo/power-blade-2-241918","https://s2roms.cc/s3roms/Nintendo/Pirate/Power%20Blade%202%20%28U%29%20%5Bp1%5D.zip"
"1614050241-7050","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=5","Adventures Of Captain Comic, The","https://romsmania.cc/roms/nintendo/adventures-of-captain-comic-the-240078","https://romsmania.cc/statics/assets/covers/nintendo/adventures-of-captain-comic-the-nintendo.jpg","Adventures Of Captain Comic, The","47.0KB","USA","Platform","3,810","4","21","Download","https://romsmania.cc/download/roms/nintendo/adventures-of-captain-comic-the-240078","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Adventures%20of%20Captain%20Comic%2C%20The%20%28U%29.zip"
"1613994045-5147","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=100","Raid On Bungeling Bay","https://romsmania.cc/roms/nintendo/raid-on-bungeling-bay-241990","https://romsmania.cc/statics/assets/covers/nintendo/49599front-4253.jpg","Raid On Bungeling Bay","15.7KB","USA","null","1,671","4.7","5","Download","https://romsmania.cc/download/roms/nintendo/raid-on-bungeling-bay-241990","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Raid%20on%20Bungeling%20Bay%20%28U%29.zip"
"1614002496-6418","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=36","Dragon Warrior [T-Port1.1]","https://romsmania.cc/roms/nintendo/dragon-warrior-t-port1-1-240713","https://romsmania.cc/statics/assets/covers/nintendo/dragon-warrior-nintendo.jpg","Dragon Warrior [T-Port1.1]","49.4KB","USA","Role Playing","7,345","3.9","28","Download","https://romsmania.cc/download/roms/nintendo/dragon-warrior-t-port1-1-240713","https://s2roms.cc/s3roms/Nintendo/Translated/Dragon%20Warrior%20%28U%29%20%5BT-Port1.1%5D.zip"
